penalty,score,MR_Z_BUY,MR_Z_SELL,final_pnl,pnl_spread,day_0_pnl,day_1_pnl,day_2_pnl
1.0,22668.0,1.75,2.25,30810.0,8142.0,7221.0,15363.0,8226.0
1.0,22668.0,1.75,2.25,30810.0,8142.0,7221.0,15363.0,8226.0
1.0,22668.0,1.75,2.25,30810.0,8142.0,7221.0,15363.0,8226.0
1.0,22668.0,1.75,2.25,30810.0,8142.0,7221.0,15363.0,8226.0
1.0,20874.0,1.5,2.5,29769.0,8895.0,6213.0,15108.0,8448.0
1.0,21626.0,1.75,2.5,30133.0,8507.0,6679.0,15186.0,8268.0
1.0,18812.0,1.75,3.25,28472.0,9660.0,5403.0,15063.0,8006.0
1.0,20874.0,1.5,2.5,29769.0,8895.0,6213.0,15108.0,8448.0
1.0,22668.0,1.75,2.25,30810.0,8142.0,7221.0,15363.0,8226.0
1.0,21626.0,1.75,2.5,30133.0,8507.0,6679.0,15186.0,8268.0
1.0,20874.0,1.5,2.5,29769.0,8895.0,6213.0,15108.0,8448.0
1.0,21916.0,1.5,2.25,30519.0,8603.0,6755.0,15358.0,8406.0
1.0,20874.0,1.5,2.5,29769.0,8895.0,6213.0,15108.0,8448.0
1.0,20874.0,1.5,2.5,29769.0,8895.0,6213.0,15108.0,8448.0
2.0,-inf,,,,,,,
2.0,-inf,,,,,,,
2.0,-inf,,,,,,,
2.0,-inf,,,,,,,
2.0,-inf,,,,,,,
